店舗名,住所,電話番号,HP,詳細URL
けとばし屋チャンピオン 福島店（ケトバシヤチャンピオン）,大阪府 大阪市福島区 福島 7-9-1 福島レジデンス1階,06-6346-8489,https://ketobashiya.jp/,https://tabelog.com/osaka/A2701/A270108/27053202/
らーめん 小僧,大阪府 大阪市福島区 福島 3-8-10,06-6453-3436,,https://tabelog.com/osaka/A2701/A270108/27077479/
グラントック,大阪府 大阪市北区 中之島 5-3-51 グランキューブ大阪　１２Ｆ,06-6441-1485,http://www.gco.co.jp/,https://tabelog.com/osaka/A2701/A270108/27004391/
新時代 大阪福島駅前店,大阪府 大阪市福島区 福島 7-1-1,,https://www.phads.jp/,https://tabelog.com/osaka/A2701/A270108/27142010/
マクドナルド 福島店,大阪府 大阪市福島区 福島 5-13-18,06-6451-0684,http://www.mcdonalds.co.jp/,https://tabelog.com/osaka/A2701/A270108/27046045/
THE BLACKSTOCK（ザ　ブラックストック）,大阪府 大阪市福島区 福島 7-1-10 OK2番街,06-6458-0235,http://www.theblackstock-osaka.com/,https://tabelog.com/osaka/A2701/A270108/27083722/
ジョージのチキン南蛮。,大阪府 大阪市福島区 海老江 4-3-6 大喜ビル 1F,080-3774-0955,,https://tabelog.com/osaka/A2701/A270108/27149652/
髭政,大阪府 大阪市福島区 福島 5-13-7 2F,090-3652-6424,https://higemasa.com/,https://tabelog.com/osaka/A2701/A270108/27151936/
PatisserieRegalabo,大阪府 大阪市福島区 海老江 6-1-5,06-6136-7396,,https://tabelog.com/osaka/A2701/A270108/27148767/
韓国料理 金福（【旧店名】寿し金福）,大阪府 大阪市福島区 福島 3-6-17,06-4256-8487,,https://tabelog.com/osaka/A2701/A270108/27136364/
なごみ,大阪府 福島区吉野2-13-2,,,https://tabelog.com/osaka/A2701/A270108/27084454/
GOKOKU（ゴコク）,大阪府 大阪市福島区 大開 1-15-30,06-6616-8611,,https://tabelog.com/osaka/A2701/A270108/27141040/
BAR SONAS（バー ソナス）,大阪府 大阪市福島区 福島 3-11-25,06-7777-5228,,https://tabelog.com/osaka/A2701/A270108/27138432/
野田公米穀店,大阪府 大阪市福島区 大開 3-1-2-113,06-6462-7101,https://www.noda-ko.co.jp/,https://tabelog.com/osaka/A2701/A270108/27114706/
萬兆,大阪府 大阪市福島区 野田 3-15-10,06-6464-0298,,https://tabelog.com/osaka/A2701/A270108/27049086/
DogSalon&CafePono（ドッグサロンアンドカフェ ポノ）,大阪府 大阪市北区 大淀南 2-9-17 プラザハイツ 1F,06-6450-8749,,https://tabelog.com/osaka/A2701/A270108/27125594/
曲がりなりにも、間借りです。,大阪府 大阪市福島区 鷺洲 2-15-31,,,https://tabelog.com/osaka/A2701/A270108/27150470/
スタンド酒場まはろ,大阪府 大阪市福島区 吉野 2-13-12,,,https://tabelog.com/osaka/A2701/A270108/27142533/
喫茶 茶慕（チャボ）,大阪府 大阪市福島区 大開 1-19-14,,,https://tabelog.com/osaka/A2701/A270108/27136502/
Bar Erdbeere（バー エーアトベーレ）,大阪府 大阪市福島区 福島 8-18-3 メゾンド日西 1F,06-7777-5174,,https://tabelog.com/osaka/A2701/A270108/27143588/
カールズ リンク（Carl's Link）,大阪府 大阪市福島区 福島 5-1-7,090-4275-8874,,https://tabelog.com/osaka/A2701/A270108/27086126/
味吉屋,大阪府 大阪市北区 大淀中 2-5-8,06-6453-0419,,https://tabelog.com/osaka/A2701/A270108/27030537/
わらじや 福島店,大阪府 大阪市福島区 福島 7-7-10,06-6136-6227,,https://tabelog.com/osaka/A2701/A270108/27152676/
HAPPY  CAT CAFE（ハッピー キャット カフェ）,大阪府 大阪市福島区 福島 5-12-19 南出ビル　１Ｆ,,,https://tabelog.com/osaka/A2701/A270108/27042198/
りょうたの手羽先,大阪府 大阪市福島区 大開 2-5-14,06-7503-8097,,https://tabelog.com/osaka/A2701/A270108/27138002/
MERRY,大阪府 大阪市福島区 海老江 4-3-6 大喜ビル 1F,,,https://tabelog.com/osaka/A2701/A270108/27152715/
シュモン,大阪府 大阪市福島区 鷺洲 3-5-10,,,https://tabelog.com/osaka/A2701/A270108/27052260/
中村屋,大阪府 大阪市福島区 玉川 4-12-11 玉川ビル１Ｆ,,,https://tabelog.com/osaka/A2701/A270108/27115196/
プレミアム マルシェ ロマン（Premium Marche ROMAN）,大阪府 大阪市北区 大淀中 5-12-39 セレッソフットサルパーク,06-6459-7377,,https://tabelog.com/osaka/A2701/A270108/27094589/
魚屋のおむすび 丸徳,大阪府 大阪市福島区 野田 2-4-5,06-6131-6235,,https://tabelog.com/osaka/A2701/A270108/27139068/
にぃにぃ,大阪府 大阪市北区 大淀中 3-7-6,06-6147-2821,http://ameblo.jp/shin1-2121/,https://tabelog.com/osaka/A2701/A270108/27084957/
居酒屋とバニーガール 福島店,大阪府 大阪市福島区 福島 5-8-14 吉紹ビル 6F,,,https://tabelog.com/osaka/A2701/A270108/27152067/
だいどこなか,大阪府 大阪市福島区 福島 7-7-7 永井ビル 1F,06-7651-7275,,https://tabelog.com/osaka/A2701/A270108/27146189/
LAWSON 福島七丁目店（ローソン）,大阪府 大阪市福島区 福島 7-22-17,06-6455-6620,,https://tabelog.com/osaka/A2701/A270108/27082850/
廬（イホリ）,大阪府 大阪市福島区 福島 2-8-10,06-6147-7823,,https://tabelog.com/osaka/A2701/A270108/27084345/
松嵐（ショウラン）,大阪府 大阪市福島区 大開 3-1-18 1F,,,https://tabelog.com/osaka/A2701/A270108/27091666/
発酵食とねこまんま,大阪府 大阪市福島区 福島 2-7-17 3F GrowLevel,,,https://tabelog.com/osaka/A2701/A270108/27143947/
珈琥（ここ）,大阪府 大阪市福島区 福島 3-10-16,,,https://tabelog.com/osaka/A2701/A270108/27063853/
にらめっこ,大阪府 大阪市福島区 大開 1-4-15,06-6460-1822,,https://tabelog.com/osaka/A2701/A270108/27033266/
K&RDesign,大阪府 大阪市福島区 福島 8-19-1,,,https://tabelog.com/osaka/A2701/A270108/27149856/
とれたて農園 Porco farm（ポルコ ファーム）,大阪府 大阪市福島区 福島 5-12-17,,,https://tabelog.com/osaka/A2701/A270108/27131513/
すし あら井,大阪府 大阪市福島区 福島 1-6-4,06-4300-6700,https://www.sushiarai.com,https://tabelog.com/osaka/A2701/A270108/27147667/
焼肉のふくみ屋,大阪府 大阪市福島区 吉野 3-1-26,06-6464-3339,http://fukumi-ya.com/,https://tabelog.com/osaka/A2701/A270108/27063688/
ファンダース 大阪中央店,大阪府 大阪市福島区 福島 7-4-11,,https://www.fandersjapan.com/,https://tabelog.com/osaka/A2701/A270108/27067990/
ハンクラ,大阪府 大阪市福島区 吉野 2-8-22,06-6743-4663,,https://tabelog.com/osaka/A2701/A270108/27136307/
Re 2+6（リ ニトロ）,大阪府 大阪市福島区 福島 7-7-19,06-6940-6123,,https://tabelog.com/osaka/A2701/A270108/27136743/
野田の和牛焼肉 まえきょう,大阪府 大阪市福島区 玉川 4-12-3,,,https://tabelog.com/osaka/A2701/A270108/27046614/
おとーり酒場 白菊,大阪府 大阪市福島区 吉野 2-13-7,,,https://tabelog.com/osaka/A2701/A270108/27143300/
FIRST CABIN 西梅田（ファースト キャビン）,大阪府 大阪市福島区 福島 5-2-30,06-4256-5029,https://first-cabin.jp/hotels/22,https://tabelog.com/osaka/A2701/A270108/27133558/
赤川珈琲店,大阪府 大阪市福島区 福島 5-1-4 赤川ビル 1F,,,https://tabelog.com/osaka/A2701/A270108/27147215/
cafe ignition（カフェ イグニッション）,大阪府 大阪市福島区 吉野 3-2-32,,,https://tabelog.com/osaka/A2701/A270108/27142494/
花りん（カリン）,大阪府 大阪市福島区 海老江 1-11-2,06-6451-6067,,https://tabelog.com/osaka/A2701/A270108/27091135/
Bar 亀酒楽,大阪府 大阪市福島区 吉野 2-6-7 2F・3F・RF,,,https://tabelog.com/osaka/A2701/A270108/27132446/
ティーケーピー カフェテリア（TKP Cafeteria）,大阪府 大阪市福島区 福島 5-4-25 APA HOTEL 大阪梅田,06-6485-8690,https://www.apahotel.com/hotel/kansai/tkp-nishi-umeda/,https://tabelog.com/osaka/A2701/A270108/27111290/
千鳥屋,大阪府 大阪市福島区 海老江 1-1-23 野田阪神ウイステ,06-6457-0808,,https://tabelog.com/osaka/A2701/A270108/27057047/
cafe & bar peg.（カフェ＆バー ペグ）,大阪府 大阪市福島区 吉野 2-11-6,,,https://tabelog.com/osaka/A2701/A270108/27127594/
アギラ（aguila）,大阪府 大阪市福島区 福島 7-17-21 ベルメゾン福島 1F,06-6451-6651,,https://tabelog.com/osaka/A2701/A270108/27067722/
とよ,大阪府 大阪市福島区 吉野 2-13-8,,,https://tabelog.com/osaka/A2701/A270108/27047108/
ぢどり屋 野田阪神店（ヂドリヤ）,大阪府 大阪市福島区 大開 1-20-9,06-6468-0040,http://www.fc-zidori.com/index.html,https://tabelog.com/osaka/A2701/A270108/27014297/
peace,大阪府 大阪市福島区 大開 1-8-7 1F,080-6164-9448,,https://tabelog.com/osaka/A2701/A270108/27073600/
定食や 江戸善,大阪府 大阪市福島区 大開 1-13-1,06-6468-0669,,https://tabelog.com/osaka/A2701/A270108/27150295/
ソバサンカク 地獄谷,大阪府 大阪市福島区 吉野 2-13-2,,,https://tabelog.com/osaka/A2701/A270108/27144266/
さと,大阪府 大阪市福島区 福島 8-7-8,,,https://tabelog.com/osaka/A2701/A270108/27144573/
KOKU（コク）,大阪府 大阪市福島区 玉川 4-12-8 オモテビル 5Ｆ,06-6447-0844,,https://tabelog.com/osaka/A2701/A270108/27071849/
タリーズコーヒー JCHO大阪病院店（TULLY'S COFFEE）,大阪府 大阪市福島区 福島 4-2-78,06-6147-5587,http://www.tullys.co.jp/,https://tabelog.com/osaka/A2701/A270108/27084998/
coffee&shisha BAR 420.（フォートゥエンティ）,大阪府 大阪市福島区 福島 5-17-20 日乃出ビル 2F,06-6676-8696,,https://tabelog.com/osaka/A2701/A270108/27145564/
コマドリ親子,大阪府 大阪市福島区 鷺洲 2-9-6,,,https://tabelog.com/osaka/A2701/A270108/27142803/
カラオケバー オリーブ,大阪府 大阪市福島区 吉野 3-7-7 デイライトビル 2F,06-6467-6868,https://bar-olive.com/,https://tabelog.com/osaka/A2701/A270108/27146724/
すし数,大阪府 大阪市福島区 大開 1-2-13,06-6461-8941,http://www.lc-info.co.jp/shop/hon_dori/sushikazu/sushikazu.html,https://tabelog.com/osaka/A2701/A270108/27025230/
一品料理かっぱ,大阪府 大阪市福島区 野田 3-16-12,06-6460-6055,,https://tabelog.com/osaka/A2701/A270108/27093938/
駄菓子バー カーサ（駄菓子 BAR CASA）,大阪府 大阪市福島区 福島 7-5-1 レインボ-ビル 2F,090-8530-4646,,https://tabelog.com/osaka/A2701/A270108/27089565/
ティールーム舞,大阪府 大阪市福島区 福島 2-4-6,,,https://tabelog.com/osaka/A2701/A270108/27029053/
オーシーカフェ（OC Cafe【旧店名】いかるが）,大阪府 大阪市福島区 野田 1-1-86 大阪市中央卸売市場本場,06-6469-7099,,https://tabelog.com/osaka/A2701/A270108/27028495/
焼肉牛皇,大阪府 大阪市福島区 鷺洲 2-6-22,050-5596-8558,,https://tabelog.com/osaka/A2701/A270108/27151176/
小料理  桔梗,大阪府 大阪市福島区 吉野 2-11-15,,,https://tabelog.com/osaka/A2701/A270108/27100524/
Fruit Diner 雫（フルーツダイナー 雫）,大阪府 大阪市福島区 福島 2-7-8,06-6131-5530,,https://tabelog.com/osaka/A2701/A270108/27143875/
maze cafe station（マゼ カフェ ステーション）,大阪府 大阪市福島区 福島 1-7-21,,,https://tabelog.com/osaka/A2701/A270108/27151351/
さかい珈琲,大阪府 大阪市福島区 大開 1-15-11 UTビル 1F,06-7710-0056,,https://tabelog.com/osaka/A2701/A270108/27118625/
ミミ,大阪府 大阪市福島区 吉野 2-13-2,,,https://tabelog.com/osaka/A2701/A270108/27038930/
マックスバリュ エクスプレス 西梅田店（MaxValu EX）,大阪府 大阪市福島区 福島 7-15-26 大阪YMビル 1F,06-6345-3475,https://www.kohyo.co.jp/,https://tabelog.com/osaka/A2701/A270108/27104362/
中屋,大阪府 大阪市福島区 鷺洲 2-10-2,06-6451-4980,,https://tabelog.com/osaka/A2701/A270108/27059138/
スシロー 阪神野田駅店,大阪府 大阪市福島区 海老江 1-1-17 野田アプラ 1F,06-6131-5328,,https://tabelog.com/osaka/A2701/A270108/27149774/
Bar Imbolc（バー インボルク）,大阪府 大阪市北区 曽根崎新地 1-6-11 藤田ビル 4F,06-4795-8881,https://website-638498121017262300392-bar.business.site/,https://tabelog.com/osaka/A2701/A270108/27128591/
宴,大阪府 大阪市福島区 吉野 2-8-11,,,https://tabelog.com/osaka/A2701/A270108/27151607/
鉄板ホルモンのりちゃん,大阪府 大阪市福島区 吉野 4-9-13,,,https://tabelog.com/osaka/A2701/A270108/27151796/
ごはんya すみの,大阪府 大阪市福島区 海老江 3-8-12,,,https://tabelog.com/osaka/A2701/A270108/27150716/
居酒屋もりを,大阪府 大阪市福島区 福島 2-7-8,06-6452-7755,,https://tabelog.com/osaka/A2701/A270108/27151240/
CAFE&DINER K's（カフェ&ダイナー ケイズ）,大阪府 大阪市福島区 福島 8-20-12,06-7712-8351,https://llc-fuchsia.co.jp/keis/,https://tabelog.com/osaka/A2701/A270108/27129238/
アルジュース,大阪府 大阪市福島区 福島 6-1-26,080-3117-8075,http://ameblo.jp/arujuice/,https://tabelog.com/osaka/A2701/A270108/27065178/
つるはし食品,大阪府 大阪市福島区 福島 5-17-35,06-7410-3415,,https://tabelog.com/osaka/A2701/A270108/27134568/
一富士,大阪府 大阪市福島区 大開 1-20-2,06-6462-3917,,https://tabelog.com/osaka/A2701/A270108/27136994/
さむらいきっちん（Samurai Kitchen）,大阪府 大阪市福島区 福島 5-13-3 2F,06-6225-8622,,https://tabelog.com/osaka/A2701/A270108/27068920/
ファミリーマート 阪神野田店（FamilyMart）,大阪府 大阪市福島区 海老江 5-2-6,06-6450-4600,https://www.family.co.jp/,https://tabelog.com/osaka/A2701/A270108/27127587/
関西スーパー  福島店,大阪府 大阪市福島区 鷺洲 1-7-50,,https://www.kansaisuper.co.jp/,https://tabelog.com/osaka/A2701/A270108/27123737/
秋久,大阪府 大阪市福島区 吉野 2-14-3,06-6443-1120,,https://tabelog.com/osaka/A2701/A270108/27047980/
ハクション（H,大阪府 大阪市福島区 福島 6-20-6,090-2596-8968,,https://tabelog.com/osaka/A2701/A270108/27108332/
マルエイ（MARUEI）,大阪府 大阪市福島区 吉野 2-13-13,,,https://tabelog.com/osaka/A2701/A270108/27131268/
焼き芋たかくら 福島店,大阪府 大阪市福島区 吉野 2-8-29 新橋筋商店街,090-8145-0641,,https://tabelog.com/osaka/A2701/A270108/27132435/
酒場だいぶつ,大阪府 大阪市福島区 福島 6-20-19 コーポ盛乃 1F,06-6467-8117,,https://tabelog.com/osaka/A2701/A270108/27152690/
オランジュリー（Orangerie）,大阪府 大阪市福島区 福島 7-9-21,,,https://tabelog.com/osaka/A2701/A270108/27101199/
大丸屋,大阪府 大阪市福島区 大開 1-20-4,,,https://tabelog.com/osaka/A2701/A270108/27034636/
芋まる,大阪府 大阪市福島区 吉野 1-22-5,06-6479-2030,,https://tabelog.com/osaka/A2701/A270108/27146086/
食事処 勇,大阪府 大阪市北区 大淀中 3-13-1,06-4300-6990,,https://tabelog.com/osaka/A2701/A270108/27147374/
LA VIE PATISSERIE,大阪府 大阪市福島区 吉野 3-8-18,070-8590-5576,,https://tabelog.com/osaka/A2701/A270108/27149634/
楽呑み ばぁ屋,大阪府 大阪市福島区 大開 3-1-2,,,https://tabelog.com/osaka/A2701/A270108/27093597/
恋衣,大阪府 大阪市福島区 福島 4丁目5-55,06-4400-5987,,https://tabelog.com/osaka/A2701/A270108/27142206/
KARAOKE39（カラオケ39）,大阪府 大阪市福島区 大開 1-1-4,06-6476-8610,https://s119.tm1.tenpo-app.com/,https://tabelog.com/osaka/A2701/A270108/27131382/
ドミノ・ピザ 福島玉川店（Domino’s Pizza）,大阪府 大阪市福島区 玉川 4-11-9 松籟ファミールビル 1F,06-6446-9669,http://www.dominos.jp/,https://tabelog.com/osaka/A2701/A270108/27076124/
暖らん処 柚ぅ菜（ゆぅな）,大阪府 大阪市福島区 吉野 2-15-9,090-1688-9761,https://danrandokoro-yuna.com/,https://tabelog.com/osaka/A2701/A270108/27127628/
立飲み コクレ,大阪府 大阪市福島区 吉野 2-13-13,,,https://tabelog.com/osaka/A2701/A270108/27150594/
ヴィンカンバール（VIN KAN BAR）,大阪府 大阪市福島区 福島 7-11-51 福ろうじ 2F,,,https://tabelog.com/osaka/A2701/A270108/27070447/
アジアンレストラン ロータスパレス（LOTUS PALACE）,大阪府 大阪市北区 堂島 3-3-3,06-6676-8539,https://g.co/kgs/yYsBqmq,https://tabelog.com/osaka/A2701/A270108/27136124/
wine bar euphoria（ユーフォリア）,大阪府 大阪市福島区 福島 2-10-12 Aura Locus 2B,06-6147-5479,,https://tabelog.com/osaka/A2701/A270108/27150092/
串焼き 旬菜　ゆき根,大阪府 大阪市福島区 大開 1-15-7,06-6147-9419,,https://tabelog.com/osaka/A2701/A270108/27105561/
喫茶マジョリカ （コーヒーハウス　マジョリカ）,大阪府 大阪市福島区 大開 1丁目13-3 2階,06-6461-8801,,https://tabelog.com/osaka/A2701/A270108/27046058/
割烹 岩田,大阪府 大阪市福島区 大開 1-4-13,06-6462-6461,,https://tabelog.com/osaka/A2701/A270108/27060451/
omoya cafe（オモヤ カフェ）,大阪府 大阪市福島区 玉川 4-7-4,06-6441-6020,http://amabe.net/,https://tabelog.com/osaka/A2701/A270108/27141346/
Laz（ラズ）,大阪府 大阪市福島区 福島 2-6-17,06-6455-8388,,https://tabelog.com/osaka/A2701/A270108/27068054/
yam;（ヤム）,大阪府 大阪市福島区 大開 3-1-2 114,,,https://tabelog.com/osaka/A2701/A270108/27149510/
鳥まる製麺所,大阪府 大阪市福島区 福島 8-16-14,,https://www.instagram.com/menya_torimaru,https://tabelog.com/osaka/A2701/A270108/27147446/
RELAX　SPACE　BAR　Lair（リラックススペースバー レイヤー）,大阪府 大阪市福島区 吉野 2-2-6 西商ビル2F,06-6441-3510,,https://tabelog.com/osaka/A2701/A270108/27044036/
